,Title,Product_category
26476527,Engineering the intracellular metabolism of Escherichia coli to produce gamma-aminobutyric acid by co-localization of GABA shunt enzymes.,['gammaaminobutyrate']
26476529,Enhancement of medium-chain-length polyhydroxyalkanoates biosynthesis from glucose by metabolic engineering in Pseudomonas mendocina.,['PHB/PHA']
26476644,Improving alkane synthesis in Escherichia coli via metabolic engineering.,['alkane']
26476646,Enhanced production of leech hyaluronidase by optimizing secretion and cultivation in Pichia pastoris.,['hyaluronidase']
26477354,Systematic Engineering of Escherichia coli for d-Lactate Production from Crude Glycerol.,['lactate']
26478859,Improvement of glucaric acid production in <i>E. coli</i> via dynamic control of metabolic fluxes.,['glucarate2']
26479039,Engineering Rhodosporidium toruloides for increased lipid production.,['lipid']
26479519,Improved growth and ethanol fermentation of Saccharomyces cerevisiae in the presence of acetic acid by overexpression of SET5 and PPR1.,['ethanol']
26480251,Genome-scale metabolic model of Pichia pastoris with native and humanized glycosylation of recombinant proteins.,"['protein', 'genomescale']"
26482840,Recent strategies for efficient production of polyhydroxyalkanoates by micro-organisms.,['PHB/PHA']
26490269,Evaluation and directed evolution for thermostability improvement of a GH 13 thermostable α-glucosidase from Thermus thermophilus TC11.,['oligosaccharide']
26490441,Engineering a pyridoxal 5'-phosphate supply for cadaverine production by using Escherichia coli whole-cell biocatalysis.,['cadaverine2']
26490549,Engineered yeast whole-cell biocatalyst for direct degradation of alginate from macroalgae and production of non-commercialized useful monosaccharide from alginate.,['monosaccharide']
26490947,Bacterial production and secretion of water-insoluble fuel compounds from cellulose without the supplementation of cellulases.,['other biofuel']
26494394,Introduction of ω-3 Desaturase Obviously Changed the Fatty Acid Profile and Sterol Content of Schizochytrium sp.,['DHA']
26494979,"Coenzyme A-free activity, crystal structure, and rational engineering of a promiscuous β-ketoacyl thiolase from <i>Ralstonia eutropha</i>.",['hydroxygroup']
26497174,Exploiting the genome sequence of Streptomyces nodosus for enhanced antibiotic production.,['antibiotic']
26497466,"The CreC Regulator of Escherichia coli, a New Target for Metabolic Manipulations.",['succinate2']
26497596,Multi-level engineering facilitates the production of phenylpropanoid compounds in tomato.,['phenylpropanoid']
26497628,Elucidating central metabolic redox obstacles hindering ethanol production in Clostridium thermocellum.,['ethanol']
26501439,Engineering a Polyketide Synthase for In Vitro Production of Adipic Acid.,['adipate']
26502730,Engineering an efficient and tight D-amino acid-inducible gene expression system in Rhodosporidium/Rhodotorula species.,['antibiotic']
26502732,Improvement of Natamycin Production by Cholesterol Oxidase Overexpression in Streptomyces gilvosporeus.,['antibiotic']
26502733,Improvement of FK506 Production in the High-Yielding Strain Streptomyces sp. RM7011 by Engineering the Supply of Allylmalonyl-CoA Through a Combination of Genetic and Chemical Approach.,['fk506']
26503255,A gene network engineering platform for lactic acid bacteria.,['nisin']
26503450,Optimization of lipid production with a genome-scale model of Yarrowia lipolytica.,['lipid']
26506462,Intermediate-sensor assisted push-pull strategy and its application in heterologous deoxyviolacein production in Escherichia coli.,['deoxyviolacein']
26509553,Catabolite responsive element deficiency of xyl operon resulting in carbon catabolite derepression in Lactobacillus fermentum 1001.,['antivirus']
26510527,Model-assisted formate dehydrogenase-O (fdoH) gene knockout for enhanced succinate production in Escherichia coli from glucose and glycerol carbon sources.,['succinate2']
26511532,Metabolic Engineering toward Sustainable Production of Nylon-6.,['nylon6']
26511723,"Engineering Corynebacterium glutamicum for the production of 2,3-butanediol.",['butanediol']
26513379,Model-aided atpE gene knockout strategy in Escherichia coli for enhanced succinic acid production from glycerol.,['succinate2']
26515616,Genome-wide identification and evaluation of constitutive promoters in streptomycetes.,['actinorhodin3']
26518537,The expression of the Cuphea palustris thioesterase CpFatB2 in Yarrowia lipolytica triggers oleic acid accumulation.,['other biofuel']
26519385,A Branch Point of Streptomyces Sulfur Amino Acid Metabolism Controls the Production of Albomycin.,['antibiotic']
26521242,Bioconversion of methanol to value-added mevalonate by engineered Methylobacterium extorquens AM1 containing an optimized mevalonate pathway.,['lipid']
26521243,Enhanced succinic acid production in Aspergillus saccharolyticus by heterologous expression of fumarate reductase from Trypanosoma brucei.,['succinate2']
26521247,Inverse metabolic engineering based on transient acclimation of yeast improves acid-containing xylose fermentation and tolerance to formic and acetic acids.,['ethanol']
26524346,Molecular variation of the nonribosomal peptide-polyketide siderophore yersiniabactin through biosynthetic and metabolic engineering.,"['peptidepolyketide', 'yersiniabactin']"
26524688,Lactic acid production from cellobiose and xylose by engineered Saccharomyces cerevisiae.,['lactate']
26526102,Substrate Flexibility of a Mutated Acyltransferase Domain and Implications for Polyketide Biosynthesis.,['polyketide']
26526454,Engineering Rhodosporidium toruloides with a membrane transporter facilitates production and separation of carotenoids and lipids in a bi-phasic culture.,['carotenoidslipid']
26528624,Whole-cell biocatalytic production of variously substituted β-aryl- and β-heteroaryl-β-amino acids.,
26535057,An engineered cryptic Hxt11 sugar transporter facilitates glucose-xylose co-consumption in Saccharomyces cerevisiae.,['ethanol']
26535965,Driving carbon flux through exogenous butyryl-CoA: Acetate CoA-transferase to produce butyric acid at high titer in Thermobifida fusca.,['butyrate']
26538578,"Constitutive expression of the DUR1,2 gene in an industrial yeast strain to minimize ethyl carbamate production during Chinese rice wine fermentation.",['ethylcarbamate']
26539179,Modification of photosynthetic electron transport and amino acid levels by overexpression of a circadian-related histidine kinase hik8 in Synechocystis sp. PCC 6803.,['superscript']
26539187,Heterologous xylose isomerase pathway and evolutionary engineering improve xylose utilization in Saccharomyces cerevisiae.,['ypgx']
26542360,Significantly improved solvent tolerance of Escherichia coli by global transcription machinery engineering.,['other biofuel']
26543501,Metabolic engineering of Saccharomyces cerevisiae for production of fatty acid short- and branched-chain alkyl esters biodiesel.,['fatty acid']
26543879,Data for rapid ethanol production at elevated temperatures by engineered thermotolerant Kluyveromyces marxianus via the NADP(H)-preferring xylose reductase-xylitol dehydrogenase pathway.,['ethanol']
26544022,Controlling Central Carbon Metabolism for Improved Pathway Yields in Saccharomyces cerevisiae.,['butanol']
26546088,Biosynthesis of platform chemical 3-hydroxypropionic acid (3-HP) directly from CO2 in cyanobacterium Synechocystis sp. PCC 6803.,['3HP']
26546089,"A highly efficient single-step, markerless strategy for multi-copy chromosomal integration of large biochemical pathways in Saccharomyces cerevisiae.",['butanediol']
26548317,Metabolic engineering of light-driven cytochrome P450 dependent pathways into Synechocystis sp. PCC 6803.,['p450']
26552798,Combination of phenylpyruvic acid (PPA) pathway engineering and molecular engineering of L-amino acid deaminase improves PPA production with an Escherichia coli whole-cell biocatalyst.,"['deaminaseppa', 'amino acid']"
26555931,Efficient engineering of marker-free synthetic allotetraploids of Saccharomyces.,"['belgianale', 'lagerbeer', 'cider']"
26556030,High-level fed-batch fermentative expression of an engineered Staphylococcal protein A based ligand in E. coli: purification and characterization.,['protein']
26556130,Metabolic engineering of Corynebacterium glutamicum for the de novo production of ethylene glycol from glucose.,['ethyleneglycol']
26556131,Modular and selective biosynthesis of gasoline-range alkanes.,['gasolinerangealkane']
26572682,Combined metabolome and transcriptome profiling provides new insights into diterpene biosynthesis in S. pomifera glandular trichomes.,['diterpene']
26573460,Producing human ceramide-NS by metabolic engineering using yeast Saccharomyces cerevisiae.,['ceramiden']
26573634,Effects of Soluble Phosphate on Phosphate-Solubilizing Characteristics and Expression of gcd Gene in Pseudomonas frederiksbergensis JW-SD2.,"['oxalicacid', 'tartarate']"
26574166,Decoupling production from growth by magnesium sulfate limitation boosts de novo limonene production.,['magnesiumlimonene']
26574178,Sustainable production of valuable compound 3-succinoyl-pyridine by genetically engineering Pseudomonas putida using the tobacco waste.,['succinoylpyridine']
26577071,Engineering Corynebacterium glutamicum to produce 5-aminolevulinic acid from glucose.,['aminolevulinate']
26581490,Cost-effective production of biotechnologically important hydrolytic enzymes by Sporotrichum thermophile.,['hydrolyticenzyme']
26585444,Enhancement of UDPG synthetic pathway improves ansamitocin production in Actinosynnem pretiosum.,['udpgansamitocin']
26586402,Glutathione production by recombinant Escherichia coli expressing bifunctional glutathione synthetase.,['glutathionate1']
26588475,Genetic engineering of Ganoderma lucidum for the efficient production of ganoderic acids.,['ganodericacid']
26589676,Metabolic engineering of Escherichia coli for poly(3-hydroxybutyrate) production via threonine bypass.,['PHB/PHA']
26590613,Physiological and transcriptional characterization of Saccharomyces cerevisiae engineered for production of fatty acid ethyl esters.,['fattyacidethylester']
26594240,Combinatory strategy for characterizing and understanding the ethanol synthesis pathway in cyanobacteria cell factories.,['ethanol']
26594307,Genome sequence and description of the anaerobic lignin-degrading bacterium Tolumonas lignolytica sp. nov.,['other biofuel']
26596574,Metabolic engineering and adaptive evolution for efficient production of D-lactic acid in Saccharomyces cerevisiae.,['lactate']
26596932,A synthetic growth switch based on controlled expression of RNA polymerase.,['glycerol']
26597297,BluB/CobT2 fusion enzyme activity reveals mechanisms responsible for production of active form of vitamin B₁₂ by Propionibacterium freudenreichii.,['vitamin']
26597300,Compositional regulation of poly(3-hydroxybutyrate-co-3-hydroxyhexanoate) by replacement of granule-associated protein in Ralstonia eutropha.,['PHB/PHA']
26598135,Integrative genomic mining for enzyme function to enable engineering of a non-natural biosynthetic pathway.,['ethanol']
26601183,Tailoring pathway modularity in the biosynthesis of erythromycin analogs heterologously engineered in E. coli.,['antibiotic']
26603123,Metabolic engineering of CHO cells to alter lactate metabolism during fed-batch cultures.,['lactate']
26604256,A Quantitative System-Scale Characterization of the Metabolism of Clostridium acetobutylicum.,['other biofuel']
26606325,Enhanced production of 3-hydroxypropionic acid from glucose via malonyl-CoA pathway by engineered Escherichia coli.,['3HP']
